id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0404,Chile,,,Chan Chan,La Libertad,2025-12-02,8,4946.87,Avión
V0405,México,,F,Cusco Ciudad,Cusco,NA,7,,Avión
V0406,Perú,48,O,Centro Histórico,Lima,2025-12-07,,2140.4,Bus
V0407,Colombia,,M,Machu Picchu,Cusco,,7,,
V0408,Perú,,F,Lago Titicaca,Puno,2025-12-07,14,,Auto
V0409,México,42,F,Lago Titicaca,Puno,2024-02-12,,4984.03,Bus
V0410,Perú,,,Miraflores,Lima,NA,3,170.88,Avión
V0411,Perú,,O,Chan Chan,La Libertad,NA,,3626.38,Avión
V0412,USA,,F,Centro Histórico,Lima,NA,10,1193.38,Tren
V0413,Chile,,O,Huacachina,Ica,2025-04-22,,,Barco
V0414,Argentina,,,Huacachina,Ica,2024-11-01,13,3300.27,
V0415,Perú,,,Machu Picchu,Cusco,,1,,Tren
V0416,México,,F,Chan Chan,La Libertad,2024-09-22,8,1790.42,
V0417,Colombia,54,O,Centro Histórico,Lima,,,3942.54,Bus
V0418,Perú,,,Machu Picchu,Cusco,2025-10-30,,,Auto
V0419,Brasil,63,M,Centro Histórico,Lima,NA,10,,
V0420,México,,F,Valle del Colca,Arequipa,,,,Tren
V0421,Brasil,,F,Machu Picchu,Cusco,2024-05-19,,,
V0422,Perú,48,,Iquitos,Loreto,,9,3226.17,Barco
V0423,Brasil,25,O,Iquitos,Loreto,NA,,,Barco
V0424,México,,F,Lago Titicaca,Puno,,,,Tren
V0425,Chile,,,Iquitos,Loreto,,8,,Tren
V0426,México,,O,Chan Chan,La Libertad,2024-09-12,,,Barco
V0427,México,18,F,Centro Histórico,Lima,,,3915.86,NA
V0428,Ecuador,,,Chan Chan,La Libertad,NA,9,,Tren
V0429,Perú,,,Huacachina,Ica,NA,,3633.18,
V0430,Perú,,O,Lago Titicaca,Puno,NA,,948.95,Bus
V0431,Chile,,M,Valle del Colca,Arequipa,,7,,Auto
V0432,México,,F,Machu Picchu,Cusco,NA,4,,Barco
V0433,Perú,,M,Huacachina,Ica,NA,13,1236.1,Avión
V0434,México,,,Valle del Colca,Arequipa,,,,Bus
V0435,Perú,,,Chan Chan,La Libertad,,13,1942.24,Barco
V0436,Perú,36,M,Iquitos,Loreto,2024-01-26,,4422.22,Barco
V0437,Perú,20,F,Lago Titicaca,Puno,2024-08-19,12,,Tren
V0438,México,38,M,Centro Histórico,Lima,2025-07-20,6,3739.59,NA
V0439,Ecuador,,M,Centro Histórico,Lima,NA,3,,NA
V0440,Colombia,,,Cusco Ciudad,Cusco,NA,1,,Avión
V0441,Brasil,,,Lago Titicaca,Puno,2025-06-27,,,Barco
V0442,México,,F,Centro Histórico,Lima,,,,
V0443,México,23,,Machu Picchu,Cusco,NA,11,3051.03,Bus
V0444,Colombia,75,M,Lago Titicaca,Puno,NA,11,,Bus
V0445,Chile,,F,Chan Chan,La Libertad,NA,9,815.1,Tren
V0446,Perú,,M,Lago Titicaca,Puno,,11,1126.69,
V0447,Perú,,F,Iquitos,Loreto,NA,11,,Barco
V0448,Colombia,,,Valle del Colca,Arequipa,NA,12,,NA
V0449,Chile,,,Valle del Colca,Arequipa,2024-06-16,8,,Tren
V0450,México,,M,Iquitos,Loreto,2025-01-02,7,2107.79,Avión
V0451,Perú,,M,Huacachina,Ica,2025-11-14,,,Bus
V0452,Argentina,71,M,Huacachina,Ica,,,,Bus
V0453,Perú,,,Iquitos,Loreto,NA,5,,NA
V0454,Perú,48,,Huacachina,Ica,,10,3009.52,Auto
V0455,Perú,24,,Lago Titicaca,Puno,,,,Tren
V0456,Chile,17,F,Huacachina,Ica,NA,,,Tren
V0457,México,,O,Lago Titicaca,Puno,NA,,1732.65,Auto
V0458,México,,,Valle del Colca,Arequipa,NA,,,Tren
V0459,Perú,,,Iquitos,Loreto,NA,14,,Bus
V0460,Perú,28,F,Miraflores,Lima,2024-11-01,4,,Avión
V0461,Brasil,,M,Chan Chan,La Libertad,2024-06-06,6,,NA
V0462,Perú,37,,Valle del Colca,Arequipa,2024-03-30,,145.78,NA
V0463,Perú,,F,Iquitos,Loreto,NA,,1176.25,NA
V0464,Perú,,,Miraflores,Lima,NA,,,Auto
V0465,Francia,,,Miraflores,Lima,NA,,296.28,Tren
V0466,México,36,M,Iquitos,Loreto,2024-07-27,3,,
V0467,Perú,,F,Iquitos,Loreto,2024-01-31,,,Barco
V0468,Perú,47,,Iquitos,Loreto,NA,5,,Auto
V0469,Colombia,39,O,Centro Histórico,Lima,NA,5,,
V0470,México,,F,Lago Titicaca,Puno,,,3518.38,Tren
V0471,México,,F,Iquitos,Loreto,2025-08-06,8,2582.14,
V0472,Colombia,39,F,Centro Histórico,Lima,2025-07-29,8,,Barco
V0473,Chile,,,Iquitos,Loreto,,,,Bus
V0474,México,42,,Cusco Ciudad,Cusco,,11,3729.64,Tren
V0475,México,,O,Huacachina,Ica,2025-04-29,1,4908.61,Auto
V0476,Perú,59,O,Iquitos,Loreto,NA,,420.16,Barco
V0477,Bolivia,,F,Valle del Colca,Arequipa,2024-05-29,,973.3,NA
V0478,Argentina,,O,Machu Picchu,Cusco,NA,12,403.15,NA
V0479,México,58,M,Machu Picchu,Cusco,NA,5,,NA
V0480,México,,M,Lago Titicaca,Puno,,,1071.23,Tren
V0481,España,16,,Iquitos,Loreto,2024-03-20,7,,
V0482,Ecuador,,M,Lago Titicaca,Puno,,5,,Barco
V0483,Bolivia,23,,Huacachina,Ica,NA,5,687.71,Tren
V0484,Colombia,,,Centro Histórico,Lima,NA,,2026.84,Tren
V0485,Francia,75,F,Machu Picchu,Cusco,2024-08-11,9,,
V0486,Perú,,,Chan Chan,La Libertad,,,2168.61,Avión
V0487,México,49,,Valle del Colca,Arequipa,NA,,2516.35,Bus
V0488,Perú,,,Miraflores,Lima,NA,11,,Barco
V0489,España,24,M,Chan Chan,La Libertad,,,741.85,Avión
V0490,Perú,,,Valle del Colca,Arequipa,NA,,290.3,
V0491,Bolivia,,O,Iquitos,Loreto,2025-06-29,,3011.34,Barco
V0492,Perú,,,Valle del Colca,Arequipa,NA,,4632.8,Barco
V0493,Perú,19,,Machu Picchu,Cusco,NA,,,Auto
V0494,Perú,,O,Valle del Colca,Arequipa,2024-01-05,,1184.54,NA
V0495,Chile,,,Valle del Colca,Arequipa,2024-03-27,9,442.98,Tren
V0496,Perú,73,,Miraflores,Lima,,14,,NA
V0497,México,,F,Miraflores,Lima,,,4789.63,Auto
V0498,Perú,,O,Valle del Colca,Arequipa,NA,9,3809.56,Bus
V0499,México,,F,Centro Histórico,Lima,,13,935.47,Bus
V0500,Colombia,,F,Valle del Colca,Arequipa,,,,NA
V0501,Perú,52,,Lago Titicaca,Puno,2024-05-08,2,4374.32,Barco
V0502,Perú,43,M,Iquitos,Loreto,,,2520.34,Bus
V0503,México,,M,Iquitos,Loreto,,,4058.56,Bus
V0504,Perú,22,,Lago Titicaca,Puno,,3,4418.7,
V0505,Perú,40,,Iquitos,Loreto,,13,4065.32,Avión
V0506,Perú,44,M,Valle del Colca,Arequipa,,,347.05,Bus
V0507,España,,O,Iquitos,Loreto,NA,3,,Tren
V0508,Perú,38,F,Chan Chan,La Libertad,2024-06-16,3,,NA
V0509,Chile,,,Valle del Colca,Arequipa,,9,,
V0510,Bolivia,,,Valle del Colca,Arequipa,2025-06-21,,1479.54,Auto
V0511,Colombia,,M,Cusco Ciudad,Cusco,,,,
V0512,México,,O,Iquitos,Loreto,2025-12-03,,,Barco
V0513,México,50,M,Huacachina,Ica,NA,,2737.24,Bus
V0514,Argentina,,M,Huacachina,Ica,,3,,Auto
V0515,Colombia,21,F,Valle del Colca,Arequipa,NA,3,,Auto
V0516,Bolivia,21,M,Chan Chan,La Libertad,,,,Avión
V0517,Colombia,49,O,Chan Chan,La Libertad,,,3264.83,Avión
V0518,Ecuador,,F,Huacachina,Ica,NA,1,3716.97,Avión
V0519,Bolivia,65,,Huacachina,Ica,NA,12,,Avión
V0520,Colombia,,O,Lago Titicaca,Puno,2024-05-12,,,Barco
V0521,Perú,,M,Valle del Colca,Arequipa,2025-03-09,7,,Auto
V0522,Perú,51,,Chan Chan,La Libertad,2024-10-19,14,,Tren
V0523,México,25,F,Iquitos,Loreto,2024-07-05,1,,Tren
V0524,Perú,,,Huacachina,Ica,NA,1,4965.9,Tren
V0525,España,,M,Iquitos,Loreto,2025-01-06,,,Bus
V0526,México,,,Huacachina,Ica,NA,11,,Auto
V0527,Brasil,64,O,Iquitos,Loreto,,8,,NA
V0528,México,38,,Valle del Colca,Arequipa,2024-05-19,,,Barco
V0529,Perú,,,Chan Chan,La Libertad,NA,,,
V0530,Perú,,F,Huacachina,Ica,,,,Tren
V0531,Colombia,,O,Valle del Colca,Arequipa,2024-06-06,,4992.05,Auto
V0532,México,,,Cusco Ciudad,Cusco,,,,Auto
V0533,México,,O,Centro Histórico,Lima,2025-07-04,,,
V0534,Colombia,,F,Iquitos,Loreto,NA,14,1810.48,Auto
V0535,Perú,16,M,Huacachina,Ica,,,2763.39,Barco
V0536,Perú,54,O,Chan Chan,La Libertad,NA,5,4328.14,Bus
V0537,Brasil,,M,Lago Titicaca,Puno,2025-02-19,,,Bus
V0538,USA,39,M,Miraflores,Lima,2024-12-19,,,Barco
V0539,Perú,34,M,Cusco Ciudad,Cusco,NA,,913.2,Barco
V0540,Perú,45,,Iquitos,Loreto,,7,4920.74,Bus
V0541,Perú,15,,Lago Titicaca,Puno,2024-04-08,,4057.21,NA
V0542,Perú,,,Chan Chan,La Libertad,NA,3,,Barco
V0543,Perú,64,O,Valle del Colca,Arequipa,,,,Avión
V0544,Brasil,,O,Iquitos,Loreto,2025-06-23,1,,Tren
V0545,Perú,56,M,Iquitos,Loreto,,,4967.13,NA
V0546,Chile,,O,Iquitos,Loreto,,7,,NA
V0547,Francia,71,M,Centro Histórico,Lima,NA,10,,NA
V0548,Argentina,33,,Valle del Colca,Arequipa,2025-09-25,11,,Avión
V0549,Brasil,,O,Huacachina,Ica,NA,7,,Tren
V0550,México,39,,Centro Histórico,Lima,,,,Avión
V0551,México,,,Huacachina,Ica,NA,14,,
V0552,España,,O,Lago Titicaca,Puno,NA,,,NA
V0553,USA,,,Chan Chan,La Libertad,,,2704.12,Bus
V0554,Perú,,M,Huacachina,Ica,,,160.1,Avión
V0555,Perú,,M,Lago Titicaca,Puno,2024-03-29,1,,NA
V0556,Perú,26,,Miraflores,Lima,NA,,,NA
V0557,Bolivia,,,Centro Histórico,Lima,,,2993.71,Bus
V0558,Perú,25,M,Iquitos,Loreto,,7,4744.38,Auto
V0559,Perú,,,Chan Chan,La Libertad,,1,198.9,Tren
V0560,México,,,Lago Titicaca,Puno,NA,,,Bus
V0561,Argentina,,M,Chan Chan,La Libertad,NA,14,4839.08,Tren
V0562,Perú,64,,Machu Picchu,Cusco,,,,Barco
V0563,Perú,,O,Miraflores,Lima,2025-10-23,,,Barco
V0563,Perú,,O,Miraflores,Lima,2025-10-23,,,Barco
V0564,Perú,,O,Miraflores,Lima,NA,,2505.29,Barco
V0565,Brasil,,F,Huacachina,Ica,NA,,1262.1,Avión
V0566,México,,O,Machu Picchu,Cusco,,,,NA
V0567,México,43,F,Centro Histórico,Lima,,6,3224.43,Avión
V0568,Colombia,,,Centro Histórico,Lima,NA,,,
V0569,Ecuador,19,F,Lago Titicaca,Puno,,4,4147.29,Barco
V0570,Perú,,,Huacachina,Ica,2024-12-18,10,4036.43,Auto
V0571,Perú,,O,Chan Chan,La Libertad,NA,,,Tren
V0572,México,69,,Chan Chan,La Libertad,2024-03-16,,,Auto
V0573,Perú,,,Huacachina,Ica,2025-11-18,2,3274.42,Barco
V0574,Colombia,,,Chan Chan,La Libertad,,2,2328.62,Avión
V0575,Perú,,,Lago Titicaca,Puno,2025-04-04,,,NA
V0576,Colombia,,O,Cusco Ciudad,Cusco,NA,3,,Bus
V0577,México,,,Chan Chan,La Libertad,2024-10-03,4,2725.12,Barco
V0578,España,,M,Lago Titicaca,Puno,,,1838.48,
V0579,Alemania,,F,Huacachina,Ica,,,,
V0580,México,53,M,Centro Histórico,Lima,NA,,367.13,Auto
V0581,Perú,74,O,Centro Histórico,Lima,,,,
V0582,Perú,20,O,Valle del Colca,Arequipa,2025-07-22,,2692.58,Tren
V0583,Perú,,F,Huacachina,Ica,,,2348.07,Auto
V0584,Colombia,,F,Valle del Colca,Arequipa,NA,,2974.51,Auto
V0585,Brasil,33,F,Lago Titicaca,Puno,,,,Tren
V0586,Perú,,M,Lago Titicaca,Puno,2025-03-02,1,3978.39,Bus
V0587,Colombia,59,O,Lago Titicaca,Puno,,12,4688.47,Bus
V0588,Francia,,F,Chan Chan,La Libertad,NA,11,3073.21,Tren
V0589,Chile,36,M,Machu Picchu,Cusco,,,,Auto
V0590,Perú,,M,Chan Chan,La Libertad,2024-04-22,8,,Bus
V0591,Colombia,,,Centro Histórico,Lima,,5,,Avión
V0592,Chile,,M,Centro Histórico,Lima,,10,1364.14,Barco
V0593,Perú,18,,Huacachina,Ica,2024-05-12,1,4680.63,Tren
V0594,Perú,35,,Machu Picchu,Cusco,2025-02-02,,2116.1,
V0595,Brasil,,,Iquitos,Loreto,,1,4634.72,
V0596,Colombia,,M,Lago Titicaca,Puno,2025-01-27,6,,Barco
V0597,México,57,,Machu Picchu,Cusco,,,,
V0598,Chile,,,Valle del Colca,Arequipa,2024-03-01,9,1397.29,Bus
V0599,Colombia,,F,Huacachina,Ica,NA,2,,Auto
V0600,USA,,O,Iquitos,Loreto,2024-04-07,13,3308.49,Auto
V0601,Alemania,,,Miraflores,Lima,NA,,,
V0602,Colombia,,,Centro Histórico,Lima,NA,2,,Avión
V0603,Colombia,,O,Miraflores,Lima,,5,,Avión
V0604,España,58,O,Huacachina,Ica,,,,Bus
V0605,Perú,44,O,Huacachina,Ica,2025-09-20,,3453.66,NA
V0606,México,75,,Miraflores,Lima,,9,,Bus
V0607,Colombia,63,,Cusco Ciudad,Cusco,NA,,,NA
V0608,México,,M,Machu Picchu,Cusco,2024-05-09,,,Barco
V0609,Perú,19,F,Huacachina,Ica,,13,283.35,NA
V0610,Perú,35,,Iquitos,Loreto,NA,3,,Tren
V0611,Argentina,,,Valle del Colca,Arequipa,2024-02-10,3,,Auto
V0612,Perú,,M,Valle del Colca,Arequipa,NA,,,Tren
V0613,Perú,,F,Huacachina,Ica,,8,4501.64,Barco
V0614,Perú,61,F,Iquitos,Loreto,2025-02-03,,,
V0615,Francia,,,Valle del Colca,Arequipa,,5,1857.31,
V0616,Argentina,,,Iquitos,Loreto,,7,4982.35,Tren
V0617,México,,,Iquitos,Loreto,NA,,,Avión
V0618,Bolivia,,O,Chan Chan,La Libertad,NA,9,2819.17,
V0619,Perú,,,Cusco Ciudad,Cusco,,,2041.29,Bus
V0620,Brasil,,F,Huacachina,Ica,2025-01-09,8,,Bus
V0621,Argentina,63,O,Miraflores,Lima,NA,,,Avión
V0622,México,47,F,Miraflores,Lima,2025-06-27,14,,
V0623,Perú,,O,Valle del Colca,Arequipa,NA,2,,
V0624,Colombia,,O,Valle del Colca,Arequipa,,,350.97,Avión
V0625,Perú,22,,Valle del Colca,Arequipa,NA,,,Barco
V0626,Brasil,68,,Miraflores,Lima,2025-06-05,11,,Tren
V0627,Colombia,23,O,Centro Histórico,Lima,NA,14,4946.68,Bus
V0628,Bolivia,,,Huacachina,Ica,,,1690.91,Bus
V0629,Colombia,56,M,Miraflores,Lima,NA,,4443.87,Barco
V0630,Ecuador,,,Iquitos,Loreto,,,1158.3,Auto
V0631,USA,,F,Chan Chan,La Libertad,,,3796.03,NA
V0632,Chile,52,O,Valle del Colca,Arequipa,2024-07-20,3,1271.35,NA
V0633,Brasil,,,Machu Picchu,Cusco,NA,,2101.17,Barco
V0634,Argentina,54,F,Chan Chan,La Libertad,,6,2352.81,Tren
V0635,Chile,,,Cusco Ciudad,Cusco,2024-12-21,,2539.74,Barco
V0636,Perú,57,O,Centro Histórico,Lima,NA,9,,NA
V0637,Perú,,,Lago Titicaca,Puno,,9,,Tren
V0638,Alemania,25,,Chan Chan,La Libertad,2025-04-22,,3160.96,NA
V0639,Colombia,,M,Valle del Colca,Arequipa,NA,,2830.94,Avión
V0640,Perú,,F,Chan Chan,La Libertad,NA,14,,Bus
V0641,USA,,M,Chan Chan,La Libertad,NA,,4882.77,
V0642,Argentina,,,Chan Chan,La Libertad,2025-01-15,4,,
V0643,USA,69,,Centro Histórico,Lima,,1,,Bus
V0644,USA,27,,Huacachina,Ica,NA,8,,Auto
V0645,Perú,,F,Iquitos,Loreto,NA,,,
V0646,Perú,,F,Centro Histórico,Lima,2025-10-01,4,,NA
V0647,Argentina,73,F,Centro Histórico,Lima,NA,,3373.51,Barco
V0648,Perú,,M,Valle del Colca,Arequipa,,,,NA
V0649,Bolivia,,O,Huacachina,Ica,,3,3476.98,Bus
V0650,Perú,,F,Valle del Colca,Arequipa,NA,13,,Auto
V0651,México,27,,Iquitos,Loreto,NA,11,407.12,Tren
V0652,Argentina,,,Chan Chan,La Libertad,NA,11,,Barco
V0653,Ecuador,70,,Cusco Ciudad,Cusco,,,,Tren
V0654,Brasil,61,,Iquitos,Loreto,,,3576.76,Auto
V0655,Perú,,M,Miraflores,Lima,,1,4161.07,NA
V0656,Ecuador,,F,Centro Histórico,Lima,2025-02-04,8,,Auto
V0657,Perú,,F,Centro Histórico,Lima,NA,,869.86,Auto
V0658,México,,F,Chan Chan,La Libertad,NA,14,,Auto
V0659,Colombia,,F,Huacachina,Ica,2024-07-04,,1611.13,NA
V0660,USA,,,Lago Titicaca,Puno,2025-05-28,12,,Avión
V0661,Colombia,33,O,Centro Histórico,Lima,,,,Barco
V0661,Colombia,33,O,Centro Histórico,Lima,,,,Barco
V0662,Perú,,,Iquitos,Loreto,,,,Bus
V0663,México,,F,Huacachina,Ica,,,1515.15,Tren
V0664,Perú,,O,Centro Histórico,Lima,NA,,,
V0665,México,,M,Lago Titicaca,Puno,2025-07-28,,531.82,Tren
V0666,Perú,47,,Lago Titicaca,Puno,2024-07-23,2,3821.8,Barco
V0667,México,71,F,Huacachina,Ica,2024-11-14,5,1902.87,Tren
V0668,Bolivia,,M,Valle del Colca,Arequipa,NA,,,NA
V0669,México,35,,Centro Histórico,Lima,,,,Avión
V0670,Perú,,,Centro Histórico,Lima,,2,347.95,Bus
V0671,Perú,,O,Cusco Ciudad,Cusco,2024-10-14,,,NA
V0672,Perú,,O,Lago Titicaca,Puno,2025-12-08,5,,Avión
V0673,Perú,50,,Miraflores,Lima,NA,,,Avión
V0674,Alemania,,,Huacachina,Ica,NA,,,Tren
V0675,Argentina,,F,Valle del Colca,Arequipa,,3,,Barco
V0676,Ecuador,,O,Huacachina,Ica,2024-11-15,,2584.1,NA
V0677,Chile,,M,Chan Chan,La Libertad,,3,,Tren
V0678,Colombia,,O,Chan Chan,La Libertad,2024-04-01,3,2917.32,NA
V0679,Perú,,,Iquitos,Loreto,2025-10-18,,,
V0680,Francia,56,,Lago Titicaca,Puno,NA,14,,Avión
V0681,Ecuador,,F,Lago Titicaca,Puno,,11,,Bus
V0682,Colombia,,,Chan Chan,La Libertad,NA,13,,Avión
V0683,Chile,35,O,Valle del Colca,Arequipa,2025-06-07,,,Barco
V0684,Bolivia,,M,Miraflores,Lima,,3,,Barco
V0685,Perú,,,Machu Picchu,Cusco,NA,14,,Avión
V0686,Argentina,,M,Valle del Colca,Arequipa,,7,,Tren
V0687,Perú,,M,Huacachina,Ica,NA,1,3693.64,Tren
V0688,Perú,56,F,Miraflores,Lima,,10,,Auto
V0689,Perú,,,Chan Chan,La Libertad,,11,2168.9,Auto
V0690,Colombia,41,M,Miraflores,Lima,,6,4381.55,Auto
V0691,Argentina,36,,Iquitos,Loreto,,5,1003.35,NA
V0692,Perú,,O,Huacachina,Ica,2024-06-24,13,,Tren
V0693,Perú,,,Huacachina,Ica,NA,,1096.29,Auto
V0694,Perú,26,F,Lago Titicaca,Puno,,3,3947.05,Auto
V0695,México,,,Iquitos,Loreto,2024-08-16,,,Bus
V0696,Perú,54,O,Chan Chan,La Libertad,,,,Tren
V0697,Perú,,,Miraflores,Lima,NA,5,,NA
V0698,México,,,Valle del Colca,Arequipa,2025-12-04,13,,NA
V0699,Colombia,,M,Lago Titicaca,Puno,2025-02-10,8,,Bus
V0700,México,,F,Centro Histórico,Lima,,13,,Avión
V0701,Chile,62,,Miraflores,Lima,2024-12-17,6,,Barco
V0702,Brasil,,M,Cusco Ciudad,Cusco,NA,11,,
V0703,Chile,,O,Huacachina,Ica,2025-05-23,,985.89,NA
V0704,Chile,,O,Lago Titicaca,Puno,NA,,,Tren
V0705,Ecuador,,M,Chan Chan,La Libertad,NA,1,,NA
V0706,Perú,,F,Valle del Colca,Arequipa,,,3659.17,Barco
V0707,México,35,F,Huacachina,Ica,,,2751.85,
V0708,USA,45,,Machu Picchu,Cusco,,,,NA
V0709,Perú,,,Machu Picchu,Cusco,,8,4473.69,
V0710,México,,O,Valle del Colca,Arequipa,,6,3360.87,Tren
V0711,Perú,,,Chan Chan,La Libertad,NA,,,Bus
V0712,Brasil,71,M,Lago Titicaca,Puno,NA,,3254.24,Bus
V0713,Perú,42,,Lago Titicaca,Puno,NA,4,,Tren
V0714,Perú,,,Chan Chan,La Libertad,NA,,2546.8,
V0715,México,54,M,Huacachina,Ica,,,4203.31,Auto
V0716,Perú,55,F,Huacachina,Ica,,,650.1,Barco
V0717,Brasil,,,Lago Titicaca,Puno,NA,,,Bus
V0718,México,,O,Iquitos,Loreto,,11,,Bus
V0719,Chile,,M,Chan Chan,La Libertad,,,,Bus
V0720,Perú,,O,Chan Chan,La Libertad,2024-03-27,,142.82,
V0721,Perú,63,,Chan Chan,La Libertad,NA,7,441.05,NA
V0722,Perú,,O,Iquitos,Loreto,,,1978.22,NA
V0723,México,,,Centro Histórico,Lima,NA,7,,Barco
V0724,Colombia,,O,Lago Titicaca,Puno,2025-01-17,,2009.08,Bus
V0725,Perú,70,F,Miraflores,Lima,2024-04-15,,3153.38,Barco
V0726,Chile,,O,Chan Chan,La Libertad,2024-01-28,,,
V0727,México,37,M,Huacachina,Ica,NA,,807.83,Avión
V0728,Brasil,75,,Iquitos,Loreto,,14,,Tren
V0729,Perú,,O,Chan Chan,La Libertad,,2,4402.41,Avión
V0730,Perú,,O,Valle del Colca,Arequipa,,2,,NA
V0731,Perú,40,O,Centro Histórico,Lima,NA,3,805.04,Auto
V0732,Brasil,,,Valle del Colca,Arequipa,,,,
V0733,Perú,,,Iquitos,Loreto,NA,11,,Barco
V0734,Perú,,F,Chan Chan,La Libertad,,,3509.96,Auto
V0735,Colombia,,,Valle del Colca,Arequipa,,,4411.53,
V0736,México,72,M,Iquitos,Loreto,2025-02-10,,,Auto
V0737,Ecuador,,F,Miraflores,Lima,2025-11-10,1,96.38,Tren
V0738,Bolivia,,,Centro Histórico,Lima,NA,1,384.78,Bus
V0739,Perú,21,O,Huacachina,Ica,2025-04-04,12,4043.96,Barco
V0740,Argentina,60,M,Miraflores,Lima,,10,2586.11,Barco
V0741,Argentina,,F,Huacachina,Ica,NA,10,,Barco
V0742,Perú,,O,Chan Chan,La Libertad,2025-11-13,1,2994.71,Bus
V0743,Perú,,O,Iquitos,Loreto,2025-01-30,13,,Barco
V0744,Argentina,71,,Cusco Ciudad,Cusco,2024-03-01,14,,Tren
V0745,Brasil,26,,Lago Titicaca,Puno,2024-09-09,,3592.67,Auto
V0746,México,,M,Iquitos,Loreto,NA,3,3077.99,NA
V0747,Brasil,,,Valle del Colca,Arequipa,NA,8,2508.71,Auto
V0748,Francia,65,M,Valle del Colca,Arequipa,,,,Bus
V0749,Perú,47,F,Chan Chan,La Libertad,NA,,,Avión
V0750,USA,,F,Miraflores,Lima,2025-08-22,,,NA
V0751,Chile,,,Cusco Ciudad,Cusco,2024-05-10,,,Tren
V0752,Perú,,M,Miraflores,Lima,2025-12-27,4,,Barco
V0753,Perú,,,Iquitos,Loreto,,,4701.05,Barco
V0754,USA,,O,Valle del Colca,Arequipa,,10,4523.53,NA
V0755,México,,O,Cusco Ciudad,Cusco,,5,,
V0756,Francia,,,Chan Chan,La Libertad,,10,2134.74,Bus
V0757,España,,,Machu Picchu,Cusco,,,,
V0758,Chile,,,Iquitos,Loreto,2024-12-25,2,,Auto
V0759,Alemania,,O,Miraflores,Lima,,,,Tren
V0760,Colombia,,,Valle del Colca,Arequipa,NA,13,1767.75,
V0761,Brasil,68,F,Huacachina,Ica,,4,,NA
V0762,Perú,,F,Iquitos,Loreto,2024-01-10,,3692.94,NA
V0763,México,42,,Huacachina,Ica,,,4649.91,Tren
V0764,Perú,,O,Centro Histórico,Lima,2024-11-15,4,1073.78,Auto
V0765,USA,,O,Iquitos,Loreto,,1,,NA
V0766,Perú,,F,Cusco Ciudad,Cusco,NA,,,Bus
V0767,Colombia,,,Miraflores,Lima,NA,,,
V0768,México,,,Valle del Colca,Arequipa,2025-12-05,2,,Auto
V0769,España,,O,Iquitos,Loreto,,2,4006.53,Auto
V0770,México,,,Huacachina,Ica,2025-09-06,11,,Avión
V0771,Perú,67,,Machu Picchu,Cusco,2025-11-15,8,320.14,Auto
V0772,Argentina,,F,Huacachina,Ica,,5,,Barco
V0773,Perú,,F,Chan Chan,La Libertad,2024-09-06,3,,Avión
V0774,Ecuador,63,O,Iquitos,Loreto,NA,8,,Auto
V0775,Francia,,F,Iquitos,Loreto,NA,11,,Auto
V0776,México,46,F,Huacachina,Ica,NA,8,2027.22,Avión
V0777,Perú,,O,Chan Chan,La Libertad,,5,,Auto
V0778,Colombia,,O,Huacachina,Ica,NA,,2980.29,Avión
V0779,Argentina,66,F,Centro Histórico,Lima,,3,4925.75,Bus
V0780,Perú,,,Chan Chan,La Libertad,2024-02-23,1,,Auto
V0781,México,,F,Iquitos,Loreto,2024-09-06,,817.63,NA
V0782,México,,,Cusco Ciudad,Cusco,NA,,,Tren
V0783,Perú,,O,Machu Picchu,Cusco,2025-03-25,,,Auto
V0784,Perú,25,F,Huacachina,Ica,2025-07-26,8,2651.2,
V0785,Argentina,,M,Miraflores,Lima,,6,1017.71,Auto
V0786,Perú,,,Machu Picchu,Cusco,NA,9,3973.26,Auto
V0787,México,26,,Chan Chan,La Libertad,,9,377.91,Tren
V0788,Brasil,,,Lago Titicaca,Puno,2024-07-19,,3550.46,Auto
V0789,Chile,29,M,Iquitos,Loreto,NA,2,3627.07,Auto
V0790,Perú,,F,Machu Picchu,Cusco,,,2276.26,NA
V0791,Perú,35,M,Cusco Ciudad,Cusco,,8,,NA
V0792,Argentina,,O,Chan Chan,La Libertad,2024-06-23,,2866.59,
V0793,Francia,,,Huacachina,Ica,2024-06-27,,,Barco
V0794,Perú,56,M,Cusco Ciudad,Cusco,NA,2,1757.77,Bus
V0795,Brasil,65,,Cusco Ciudad,Cusco,,,2685.46,Avión
V0796,Colombia,,,Chan Chan,La Libertad,2025-03-21,10,,
V0797,Francia,49,O,Chan Chan,La Libertad,,,,Tren
V0798,Perú,58,,Huacachina,Ica,NA,,,Tren
V0799,México,,F,Chan Chan,La Libertad,,2,,Bus
V0800,México,37,M,Huacachina,Ica,2025-02-16,14,4769.32,Auto
V0801,Perú,,O,Valle del Colca,Arequipa,,3,508.79,Bus
V0802,Perú,,O,Huacachina,Ica,2025-11-20,5,821.46,Barco
V0803,España,,F,Lago Titicaca,Puno,2024-03-03,,1141.64,Auto
V0804,Chile,,M,Iquitos,Loreto,NA,,,Auto
V0805,Perú,22,M,Lago Titicaca,Puno,,1,,
V0806,Perú,,,Cusco Ciudad,Cusco,NA,13,,
V0807,México,48,,Centro Histórico,Lima,NA,,,Tren
