id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0401,Perú,25,M,Chan Chan,La Libertad,NA,,,Avión
V0402,Brasil,,,Miraflores,Lima,,,,Avión
V0403,Alemania,29,O,Miraflores,Lima,2025-02-17,,4355.24,Barco
V0404,Colombia,,O,Iquitos,Loreto,,3,4744.64,NA
V0405,México,48,O,Cusco Ciudad,Cusco,,,366.62,NA
V0406,Colombia,53,,Chan Chan,La Libertad,2025-10-24,,357.77,
V0407,México,,M,Iquitos,Loreto,NA,,,Tren
V0408,Perú,,O,Huacachina,Ica,NA,2,3941.32,
V0409,México,,,Iquitos,Loreto,NA,1,2016.56,Bus
V0410,Argentina,,,Iquitos,Loreto,2025-10-23,,1795.43,NA
V0411,Perú,,O,Chan Chan,La Libertad,NA,10,,Barco
V0412,México,,M,Chan Chan,La Libertad,2024-05-28,1,,Avión
V0413,Francia,20,F,Cusco Ciudad,Cusco,NA,6,,Tren
V0414,México,22,,Chan Chan,La Libertad,2024-05-04,,,Barco
V0415,México,,F,Iquitos,Loreto,2025-08-29,3,2032.2,
V0416,México,15,,Lago Titicaca,Puno,2024-11-03,,4162.64,
V0417,Colombia,,,Chan Chan,La Libertad,,13,,Barco
V0418,Perú,,,Centro Histórico,Lima,2025-03-20,,1095.08,Tren
V0419,Argentina,,F,Valle del Colca,Arequipa,NA,13,1307.75,Avión
V0420,Alemania,,O,Lago Titicaca,Puno,2024-09-09,13,,Barco
V0421,Perú,68,,Lago Titicaca,Puno,2025-12-18,,,Bus
V0422,Perú,,,Miraflores,Lima,NA,6,4658.3,Bus
V0423,Argentina,,,Iquitos,Loreto,NA,,,Tren
V0424,Perú,,O,Chan Chan,La Libertad,,8,,Bus
V0425,Perú,68,O,Iquitos,Loreto,NA,1,3713.24,Auto
V0426,Ecuador,23,,Machu Picchu,Cusco,,,,Avión
V0427,España,,,Huacachina,Ica,NA,,,NA
V0428,Alemania,,F,Iquitos,Loreto,2024-02-23,7,3610.26,Avión
V0429,Brasil,,O,Lago Titicaca,Puno,,1,,NA
V0430,México,,,Iquitos,Loreto,NA,,,Barco
V0431,Perú,,O,Huacachina,Ica,NA,,,Avión
V0432,Ecuador,,O,Lago Titicaca,Puno,,,,Avión
V0433,Colombia,,F,Chan Chan,La Libertad,,,,Avión
V0434,USA,,,Centro Histórico,Lima,,8,2613.05,Tren
V0435,Brasil,,,Lago Titicaca,Puno,NA,,573.3,Auto
V0436,Perú,,O,Valle del Colca,Arequipa,,,,Auto
V0437,Argentina,46,F,Iquitos,Loreto,NA,,986.15,Avión
V0438,Perú,,,Machu Picchu,Cusco,NA,,,Tren
V0439,Perú,,,Valle del Colca,Arequipa,,,4430.69,Auto
V0440,México,41,,Miraflores,Lima,2025-01-12,7,,NA
V0441,Bolivia,,,Chan Chan,La Libertad,NA,8,,Auto
V0442,Brasil,,M,Cusco Ciudad,Cusco,2025-09-06,,,Barco
V0443,USA,,F,Valle del Colca,Arequipa,2024-11-18,,,Auto
V0444,México,24,M,Cusco Ciudad,Cusco,NA,2,,NA
V0445,Bolivia,,M,Chan Chan,La Libertad,2025-09-30,,,Avión
V0446,Colombia,,,Centro Histórico,Lima,,14,,NA
V0447,Brasil,,M,Lago Titicaca,Puno,,,2437.43,Auto
V0448,Argentina,62,,Valle del Colca,Arequipa,,,,
V0449,Perú,,F,Chan Chan,La Libertad,,,4036.01,Avión
V0450,Alemania,,F,Miraflores,Lima,,10,2717.09,NA
V0451,España,50,F,Chan Chan,La Libertad,,5,,NA
V0452,Argentina,,,Iquitos,Loreto,NA,,4981.32,Bus
V0453,Argentina,39,,Lago Titicaca,Puno,NA,6,,Avión
V0454,España,,F,Lago Titicaca,Puno,,,,Bus
V0455,Perú,,M,Centro Histórico,Lima,NA,,2097.48,Bus
V0456,Ecuador,74,M,Miraflores,Lima,NA,6,4647.62,Tren
V0457,Perú,,,Lago Titicaca,Puno,NA,,4547.48,Bus
V0458,Francia,57,,Iquitos,Loreto,NA,10,,
V0459,Perú,64,,Valle del Colca,Arequipa,NA,,,
V0460,Perú,,,Cusco Ciudad,Cusco,2025-05-30,,3160.18,
V0461,Perú,,O,Centro Histórico,Lima,2024-12-05,1,2164.61,Tren
V0462,Perú,30,,Cusco Ciudad,Cusco,2025-05-22,,2733.59,Tren
V0463,Chile,58,F,Cusco Ciudad,Cusco,,1,,Tren
V0464,México,37,O,Lago Titicaca,Puno,NA,,,Avión
V0465,Perú,,F,Iquitos,Loreto,,,3321.43,Tren
V0466,Chile,,F,Valle del Colca,Arequipa,NA,,3582.48,
V0467,Perú,,F,Lago Titicaca,Puno,NA,9,1505.13,NA
V0468,Ecuador,,M,Miraflores,Lima,2025-12-30,4,3954.31,Barco
V0469,México,,M,Centro Histórico,Lima,2024-07-19,11,,Barco
V0470,México,,M,Centro Histórico,Lima,NA,,,Auto
V0471,México,73,M,Iquitos,Loreto,,,,Barco
V0472,Colombia,60,M,Miraflores,Lima,NA,,4239.47,Auto
V0473,Perú,65,F,Miraflores,Lima,2024-01-24,4,,NA
V0474,Francia,,F,Valle del Colca,Arequipa,2024-08-25,,3437.98,Bus
V0475,Colombia,,,Miraflores,Lima,2025-06-19,,,Barco
V0476,Perú,,,Centro Histórico,Lima,NA,1,2657.86,Bus
V0477,USA,,M,Chan Chan,La Libertad,,,,NA
V0478,México,,M,Valle del Colca,Arequipa,,9,589.58,
V0479,Ecuador,,F,Huacachina,Ica,NA,,1713.64,Auto
V0480,Francia,27,F,Valle del Colca,Arequipa,NA,,,Bus
V0481,México,50,,Valle del Colca,Arequipa,,,1007.14,Auto
V0482,Alemania,,,Chan Chan,La Libertad,,,,
V0483,México,51,F,Huacachina,Ica,NA,13,3603.02,Avión
V0484,Perú,,,Huacachina,Ica,,,,
V0485,Perú,21,,Chan Chan,La Libertad,NA,11,4780.03,NA
V0486,Colombia,32,,Valle del Colca,Arequipa,2024-09-17,3,3258.98,Bus
V0487,Perú,,,Chan Chan,La Libertad,2025-03-13,,,NA
V0488,Colombia,,,Valle del Colca,Arequipa,NA,7,3818.63,Barco
V0489,Brasil,,,Huacachina,Ica,NA,,,
V0490,México,18,M,Huacachina,Ica,NA,8,,
V0491,Alemania,56,M,Machu Picchu,Cusco,,,,
V0492,Perú,,,Huacachina,Ica,,,,Barco
V0493,México,,O,Valle del Colca,Arequipa,NA,3,,Auto
V0494,Perú,43,,Valle del Colca,Arequipa,,3,,Auto
V0495,Argentina,25,,Huacachina,Ica,,8,,Barco
V0496,Perú,,,Valle del Colca,Arequipa,,,,NA
V0497,Perú,45,,Huacachina,Ica,2025-11-09,13,4739.9,Auto
V0498,Francia,,O,Iquitos,Loreto,2025-01-08,13,560.93,
V0499,México,,,Chan Chan,La Libertad,,12,476.07,Avión
V0500,Colombia,,F,Lago Titicaca,Puno,,,,Avión
V0501,Argentina,,,Machu Picchu,Cusco,2024-12-02,,,
V0502,Perú,75,F,Cusco Ciudad,Cusco,2024-03-22,13,4981.9,
V0503,México,,,Iquitos,Loreto,NA,,4748.33,Avión
V0504,México,,O,Chan Chan,La Libertad,NA,,,Bus
V0505,Perú,,O,Valle del Colca,Arequipa,NA,,,Avión
V0506,Argentina,,O,Machu Picchu,Cusco,2025-06-01,9,4927.02,Avión
V0507,USA,,,Huacachina,Ica,,10,3744.98,
V0508,Perú,53,M,Miraflores,Lima,NA,11,1881.81,NA
V0509,Perú,57,,Huacachina,Ica,NA,8,,Tren
V0510,Perú,39,M,Huacachina,Ica,2024-02-18,,556.3,
V0511,Perú,62,M,Iquitos,Loreto,,7,,Avión
V0512,Colombia,,O,Lago Titicaca,Puno,,,,Avión
V0513,Perú,,,Cusco Ciudad,Cusco,NA,,3485.73,Auto
V0514,Ecuador,63,,Chan Chan,La Libertad,,14,4094.12,NA
V0515,México,,M,Centro Histórico,Lima,NA,,,
V0516,Perú,,F,Huacachina,Ica,,,,
V0517,Colombia,,O,Machu Picchu,Cusco,NA,,,Auto
V0518,Ecuador,,,Iquitos,Loreto,2025-06-19,,4920.18,Avión
V0519,Perú,,,Huacachina,Ica,NA,10,3263.84,NA
V0520,Ecuador,,,Chan Chan,La Libertad,,,4039.93,Barco
V0521,Perú,,,Chan Chan,La Libertad,,10,,NA
V0522,Argentina,25,M,Lago Titicaca,Puno,,,2454.47,
V0523,Perú,26,O,Chan Chan,La Libertad,NA,,,NA
V0524,Argentina,,O,Centro Histórico,Lima,2024-08-25,,3590.95,Barco
V0525,Perú,,,Lago Titicaca,Puno,2024-02-05,5,3972.16,
V0526,Perú,45,O,Valle del Colca,Arequipa,,3,3336.58,Tren
V0527,Chile,,O,Huacachina,Ica,2025-12-25,,1156.02,Barco
V0528,Perú,,,Huacachina,Ica,,,2791.23,Auto
V0529,España,,,Iquitos,Loreto,2024-06-25,3,,NA
V0530,Colombia,,,Iquitos,Loreto,2024-02-06,,2919.85,NA
V0531,USA,38,,Valle del Colca,Arequipa,,9,748.89,NA
V0532,Argentina,,,Miraflores,Lima,,8,,
V0533,Perú,,M,Valle del Colca,Arequipa,2025-06-28,,3411.67,Auto
V0534,Argentina,,,Iquitos,Loreto,NA,,587.8,Tren
V0535,México,,O,Valle del Colca,Arequipa,,,,Auto
V0536,Perú,,,Chan Chan,La Libertad,NA,10,3419.66,
V0537,Argentina,,F,Cusco Ciudad,Cusco,,,,
V0538,Perú,,,Huacachina,Ica,NA,,,Bus
V0539,Perú,,F,Lago Titicaca,Puno,NA,,,NA
V0540,México,,,Lago Titicaca,Puno,,5,1862.45,NA
V0541,México,64,,Huacachina,Ica,2024-03-15,,,Tren
V0542,Colombia,,,Valle del Colca,Arequipa,2025-08-27,,,Tren
V0543,México,,,Lago Titicaca,Puno,NA,,,Tren
V0544,Argentina,,F,Valle del Colca,Arequipa,2025-06-08,,,Barco
V0545,Perú,,,Iquitos,Loreto,NA,9,,Auto
V0546,Perú,,,Chan Chan,La Libertad,2024-08-18,,,Barco
V0547,España,47,,Centro Histórico,Lima,,4,,Avión
V0548,USA,,M,Huacachina,Ica,NA,14,,Tren
V0549,Perú,,,Lago Titicaca,Puno,2024-06-08,,,
V0550,México,,F,Machu Picchu,Cusco,NA,12,,Auto
V0551,Brasil,71,F,Valle del Colca,Arequipa,2025-02-20,13,4927.05,NA
V0552,México,59,,Chan Chan,La Libertad,,,,Barco
V0553,Argentina,56,F,Machu Picchu,Cusco,2025-09-17,,2302.87,Avión
V0554,Colombia,,M,Chan Chan,La Libertad,,1,,
V0555,México,,,Cusco Ciudad,Cusco,NA,,3906.78,Barco
V0556,Colombia,,O,Valle del Colca,Arequipa,2024-05-17,11,,Auto
V0557,Argentina,31,,Chan Chan,La Libertad,2024-04-25,12,1456.09,Tren
V0558,México,,,Lago Titicaca,Puno,2025-09-07,,,Tren
V0559,México,,F,Iquitos,Loreto,NA,4,4933.86,Barco
V0560,México,,,Iquitos,Loreto,NA,10,3075.59,Auto
V0561,Argentina,55,O,Huacachina,Ica,2025-10-28,,,Tren
V0562,Francia,,M,Miraflores,Lima,2025-04-25,,,Bus
V0563,España,,F,Chan Chan,La Libertad,,5,3756.19,Avión
V0564,Perú,64,F,Huacachina,Ica,2024-09-17,,2781.53,Avión
V0565,Brasil,,F,Iquitos,Loreto,NA,,,Barco
V0566,Bolivia,,F,Lago Titicaca,Puno,,,666.08,NA
V0567,Perú,,F,Cusco Ciudad,Cusco,2025-07-17,,,Avión
V0568,Perú,,F,Chan Chan,La Libertad,NA,,4580.85,
V0569,Ecuador,,M,Centro Histórico,Lima,NA,,4535.71,Avión
V0570,USA,30,F,Machu Picchu,Cusco,,4,,Barco
V0571,Perú,,O,Miraflores,Lima,NA,,,
V0572,Ecuador,,F,Chan Chan,La Libertad,,5,4290.94,Avión
V0573,España,,F,Huacachina,Ica,NA,14,,Avión
V0574,Argentina,49,F,Huacachina,Ica,NA,7,2423.16,NA
V0575,Colombia,,F,Huacachina,Ica,NA,12,,Barco
V0576,México,,F,Iquitos,Loreto,2025-03-11,10,995.27,NA
V0577,Perú,,O,Centro Histórico,Lima,NA,,,NA
V0578,Perú,,F,Huacachina,Ica,2024-08-10,3,1161.34,Bus
V0579,Perú,,F,Centro Histórico,Lima,,,,Auto
V0580,Perú,,,Huacachina,Ica,2025-10-13,2,,Tren
V0581,Perú,21,F,Machu Picchu,Cusco,2025-06-07,9,595.88,Avión
V0582,México,,O,Chan Chan,La Libertad,,,214.9,Tren
V0583,Perú,,,Huacachina,Ica,NA,1,,
V0584,Francia,,M,Lago Titicaca,Puno,,10,896.08,Avión
V0585,Ecuador,,F,Chan Chan,La Libertad,,8,,NA
V0586,Perú,16,F,Cusco Ciudad,Cusco,,,1302.92,Barco
V0587,Chile,,O,Huacachina,Ica,2024-11-02,,,
V0588,Ecuador,,M,Iquitos,Loreto,NA,,,Tren
V0589,Colombia,,,Valle del Colca,Arequipa,,12,,Auto
V0590,Perú,,,Iquitos,Loreto,,13,,Tren
V0591,Colombia,72,O,Centro Histórico,Lima,,,640.5,Bus
V0592,México,,O,Valle del Colca,Arequipa,,,,Bus
V0593,Perú,75,M,Chan Chan,La Libertad,,,,Barco
V0594,México,27,F,Machu Picchu,Cusco,2025-11-20,,4351.64,Avión
V0595,Argentina,27,O,Lago Titicaca,Puno,2025-01-16,9,,Tren
V0596,Perú,22,,Miraflores,Lima,NA,12,,Tren
V0597,Perú,,O,Chan Chan,La Libertad,NA,,,Bus
V0598,Perú,,F,Centro Histórico,Lima,,,243.56,Auto
V0599,Perú,,M,Miraflores,Lima,2024-06-09,,,Bus
V0600,Perú,52,O,Chan Chan,La Libertad,,,3953.19,NA
V0601,Bolivia,69,O,Miraflores,Lima,,8,4244.26,Tren
V0602,Perú,,M,Huacachina,Ica,2025-10-17,,,Auto
V0603,Perú,17,,Huacachina,Ica,NA,,4044.68,
V0604,Argentina,16,,Iquitos,Loreto,NA,12,898.03,Tren
V0605,México,68,O,Huacachina,Ica,2024-07-02,3,,NA
V0606,Ecuador,,F,Lago Titicaca,Puno,2024-06-05,,4809.73,Barco
V0607,Colombia,15,F,Huacachina,Ica,2025-03-05,2,,Auto
V0608,USA,,,Chan Chan,La Libertad,,1,2744.06,Bus
V0609,Francia,,,Centro Histórico,Lima,NA,,280.16,
V0610,Chile,,M,Cusco Ciudad,Cusco,2024-02-17,,2662.17,Bus
V0611,Perú,40,M,Huacachina,Ica,2025-08-18,,,NA
V0612,Chile,,M,Cusco Ciudad,Cusco,NA,,,Barco
V0613,Ecuador,58,,Huacachina,Ica,NA,2,,NA
V0614,Perú,,,Lago Titicaca,Puno,,,2094.68,Tren
V0615,España,,,Cusco Ciudad,Cusco,NA,6,,Tren
V0616,Perú,70,F,Iquitos,Loreto,2025-08-05,1,,Bus
V0617,Perú,,F,Huacachina,Ica,2025-01-21,9,2036.72,Avión
V0618,México,20,M,Chan Chan,La Libertad,,7,1182.26,Barco
V0619,Bolivia,,,Centro Histórico,Lima,2025-11-23,,,Tren
V0620,Colombia,18,,Machu Picchu,Cusco,NA,,2044.0,Tren
V0621,Perú,,M,Iquitos,Loreto,2025-01-18,,1765.51,Avión
V0622,Perú,,F,Iquitos,Loreto,NA,,3572.67,Bus
V0623,México,,M,Lago Titicaca,Puno,NA,,1769.26,NA
V0624,Chile,20,F,Huacachina,Ica,,9,,Tren
V0625,USA,35,M,Huacachina,Ica,2025-09-01,11,2717.53,NA
V0626,México,,M,Miraflores,Lima,2025-07-01,12,,Bus
V0627,Perú,,O,Iquitos,Loreto,,,,Bus
V0628,Perú,,,Valle del Colca,Arequipa,2025-03-18,,,Auto
V0629,Perú,,M,Huacachina,Ica,NA,,3330.98,Tren
V0630,Brasil,39,,Lago Titicaca,Puno,,,2642.05,Tren
V0631,Perú,71,O,Miraflores,Lima,2025-12-06,,4406.88,Barco
V0632,Perú,60,M,Miraflores,Lima,,13,,Avión
V0633,Perú,,O,Miraflores,Lima,,,2342.78,NA
V0634,Perú,27,F,Iquitos,Loreto,2025-05-06,1,,Bus
V0635,Perú,,M,Lago Titicaca,Puno,,,3005.06,Barco
V0636,Chile,,O,Huacachina,Ica,2025-01-29,,,Auto
V0637,España,,,Lago Titicaca,Puno,2025-12-26,,,
V0638,Perú,,O,Huacachina,Ica,NA,1,3571.15,Barco
V0639,Colombia,19,M,Valle del Colca,Arequipa,,,,
V0640,Perú,,O,Huacachina,Ica,,9,,Avión
V0641,Perú,,F,Chan Chan,La Libertad,2024-05-29,10,,Auto
V0642,Argentina,54,F,Lago Titicaca,Puno,,1,,Auto
V0643,Perú,,,Lago Titicaca,Puno,,,672.15,NA
V0644,Perú,,,Chan Chan,La Libertad,NA,9,,NA
V0645,Ecuador,25,,Lago Titicaca,Puno,NA,,2650.63,Auto
V0646,México,55,F,Cusco Ciudad,Cusco,,,3743.5,Tren
V0647,México,,F,Chan Chan,La Libertad,,,,Auto
V0648,México,54,,Valle del Colca,Arequipa,,,,
V0649,México,,M,Valle del Colca,Arequipa,NA,,2034.51,Barco
V0650,Alemania,23,O,Chan Chan,La Libertad,2024-11-24,2,3512.93,Avión
V0651,Brasil,30,,Lago Titicaca,Puno,NA,,3011.35,
V0652,Brasil,17,O,Valle del Colca,Arequipa,2025-10-24,1,278.08,Avión
V0653,Alemania,,O,Valle del Colca,Arequipa,2025-05-13,,2019.78,Barco
V0654,Perú,70,,Lago Titicaca,Puno,2025-08-20,,,Bus
V0655,Perú,,M,Huacachina,Ica,2025-02-09,,568.01,Bus
V0656,Argentina,33,O,Valle del Colca,Arequipa,NA,5,3917.46,NA
V0657,Perú,36,M,Lago Titicaca,Puno,,4,2617.64,Bus
V0658,Perú,,,Machu Picchu,Cusco,NA,14,,NA
V0659,Perú,,M,Lago Titicaca,Puno,2024-09-27,,3664.92,Bus
V0660,Brasil,,F,Iquitos,Loreto,,,1351.1,NA
V0661,México,65,,Valle del Colca,Arequipa,,10,,Bus
V0662,Perú,,M,Huacachina,Ica,,,2025.04,Avión
V0663,Perú,27,,Valle del Colca,Arequipa,,7,4434.99,
V0664,México,,,Huacachina,Ica,,,3506.48,Avión
V0665,México,,,Miraflores,Lima,,,885.8,
V0666,Chile,20,F,Huacachina,Ica,NA,4,3104.29,Auto
V0667,Bolivia,38,,Iquitos,Loreto,2024-09-14,,,Barco
V0668,México,,,Huacachina,Ica,NA,,4378.75,
V0669,USA,,,Machu Picchu,Cusco,2025-04-10,6,292.57,
V0670,Perú,,,Huacachina,Ica,,8,2414.77,Tren
V0671,Chile,,O,Machu Picchu,Cusco,NA,,,Barco
V0672,USA,,,Lago Titicaca,Puno,2024-08-17,13,4555.15,Tren
V0673,Perú,,M,Miraflores,Lima,2025-06-04,7,,Avión
V0674,Perú,,F,Iquitos,Loreto,,6,,Avión
V0675,Perú,,,Chan Chan,La Libertad,NA,,663.33,
V0676,Perú,,M,Chan Chan,La Libertad,NA,,1230.81,Avión
V0677,Perú,,M,Iquitos,Loreto,,2,,Avión
V0678,Argentina,,O,Iquitos,Loreto,2025-08-13,,1312.73,Avión
V0679,Colombia,52,F,Iquitos,Loreto,NA,13,1250.83,Avión
V0680,Alemania,,F,Lago Titicaca,Puno,NA,8,,Barco
V0681,Francia,,,Lago Titicaca,Puno,NA,,,Barco
V0682,Chile,,,Centro Histórico,Lima,2025-10-10,,,Barco
V0683,México,,M,Miraflores,Lima,,,,Barco
V0684,México,,,Valle del Colca,Arequipa,,1,137.25,Barco
V0685,México,,M,Miraflores,Lima,,9,,NA
V0686,Chile,,,Chan Chan,La Libertad,NA,8,,Barco
V0687,Chile,,,Huacachina,Ica,NA,,,Avión
V0688,Ecuador,,O,Lago Titicaca,Puno,2024-01-15,10,2211.97,Tren
V0689,Chile,57,,Iquitos,Loreto,NA,,,Avión
V0690,México,,F,Machu Picchu,Cusco,2025-03-09,,,NA
V0691,Argentina,48,F,Chan Chan,La Libertad,,7,,Avión
V0692,Chile,73,O,Iquitos,Loreto,2024-12-23,3,1377.08,
V0693,Perú,,O,Chan Chan,La Libertad,2025-05-11,,1750.78,Bus
V0694,Ecuador,,F,Chan Chan,La Libertad,,,4421.5,
V0695,Colombia,26,,Centro Histórico,Lima,2025-11-28,3,,Bus
V0696,Perú,37,,Valle del Colca,Arequipa,,14,951.48,NA
V0697,Perú,,,Huacachina,Ica,NA,12,2455.79,Barco
V0698,Brasil,42,F,Cusco Ciudad,Cusco,NA,4,,
V0699,Perú,46,,Huacachina,Ica,2024-01-04,9,,Avión
V0700,Francia,,M,Chan Chan,La Libertad,NA,12,,Barco
V0701,Perú,30,,Huacachina,Ica,,8,3843.22,
V0702,Perú,31,,Lago Titicaca,Puno,NA,7,,Barco
V0703,USA,,O,Machu Picchu,Cusco,,9,718.08,Auto
V0704,México,,M,Machu Picchu,Cusco,NA,,659.59,Barco
V0705,México,,O,Huacachina,Ica,,,2871.08,Tren
V0706,Ecuador,,O,Chan Chan,La Libertad,2024-09-01,9,4176.64,NA
V0707,Perú,,M,Iquitos,Loreto,NA,13,,Bus
V0708,México,,O,Centro Histórico,Lima,,,489.44,Tren
V0709,Perú,69,,Chan Chan,La Libertad,2025-09-15,,608.64,
V0710,Chile,,M,Iquitos,Loreto,NA,8,644.92,Barco
V0711,Chile,,O,Chan Chan,La Libertad,NA,9,,Auto
V0712,México,,M,Cusco Ciudad,Cusco,,4,,Tren
V0713,Ecuador,,O,Lago Titicaca,Puno,NA,13,1867.82,Bus
V0714,Argentina,,,Machu Picchu,Cusco,NA,,,Tren
V0715,Perú,,,Valle del Colca,Arequipa,2024-12-16,,1716.87,
V0716,Perú,68,M,Iquitos,Loreto,2025-04-08,,923.05,Avión
V0717,Perú,72,,Iquitos,Loreto,,,4811.11,NA
V0718,Perú,46,O,Valle del Colca,Arequipa,2024-05-13,,3032.08,Tren
V0719,Ecuador,61,,Iquitos,Loreto,NA,5,,NA
V0720,Chile,,O,Chan Chan,La Libertad,NA,4,,Tren
V0721,México,,,Iquitos,Loreto,2024-10-25,,,NA
V0722,España,,,Machu Picchu,Cusco,NA,,2439.77,Tren
V0723,Perú,,M,Lago Titicaca,Puno,2024-10-27,,1111.93,Bus
V0724,México,,O,Lago Titicaca,Puno,2024-09-12,,,Bus
V0725,Alemania,35,,Chan Chan,La Libertad,NA,,,Barco
V0726,Colombia,,,Huacachina,Ica,,,903.73,Bus
V0727,Argentina,23,F,Miraflores,Lima,2025-05-20,5,3037.52,
V0728,Perú,,,Lago Titicaca,Puno,NA,8,,
V0729,Perú,47,F,Huacachina,Ica,,,1171.99,Barco
V0730,Perú,,M,Cusco Ciudad,Cusco,NA,4,,Tren
V0731,Perú,,,Cusco Ciudad,Cusco,,14,,Auto
V0732,Colombia,63,F,Huacachina,Ica,,7,2098.66,Tren
V0733,Perú,,,Chan Chan,La Libertad,2024-07-23,7,2734.54,
V0734,México,,,Iquitos,Loreto,2024-06-07,,4667.53,Bus
V0735,México,,,Chan Chan,La Libertad,2025-08-27,14,3963.04,Auto
V0736,Colombia,20,F,Iquitos,Loreto,,,,Barco
V0737,Colombia,,,Valle del Colca,Arequipa,,,,Auto
V0738,Chile,48,M,Valle del Colca,Arequipa,,5,,Avión
V0739,México,,F,Cusco Ciudad,Cusco,2025-07-09,,1999.72,Auto
V0740,Brasil,,M,Miraflores,Lima,,,,Barco
V0741,Perú,35,,Centro Histórico,Lima,,,,Avión
V0742,México,,F,Machu Picchu,Cusco,NA,,,Bus
V0743,México,48,O,Chan Chan,La Libertad,,13,3714.24,Tren
V0744,México,32,,Cusco Ciudad,Cusco,NA,4,631.48,
V0745,Argentina,20,,Valle del Colca,Arequipa,NA,,655.67,NA
V0746,Perú,,O,Iquitos,Loreto,NA,,,Bus
V0747,Perú,,O,Chan Chan,La Libertad,2024-08-11,,4509.28,
V0748,México,,F,Cusco Ciudad,Cusco,NA,,3082.8,Bus
V0749,Perú,28,M,Cusco Ciudad,Cusco,2024-04-27,1,704.46,Auto
V0750,Perú,,M,Cusco Ciudad,Cusco,2025-02-06,4,3702.44,
V0751,Ecuador,,,Lago Titicaca,Puno,NA,,2315.91,Barco
V0752,Bolivia,,,Chan Chan,La Libertad,2024-11-14,3,,Bus
V0753,Colombia,74,F,Iquitos,Loreto,NA,12,392.75,Barco
V0754,Colombia,,,Huacachina,Ica,NA,,4569.4,Avión
V0755,Argentina,,M,Cusco Ciudad,Cusco,NA,,1014.79,Barco
V0756,México,,M,Valle del Colca,Arequipa,2025-02-08,9,,Auto
V0757,México,,F,Lago Titicaca,Puno,,6,,Auto
V0758,Colombia,,O,Machu Picchu,Cusco,NA,13,2172.87,Tren
V0759,Perú,,F,Iquitos,Loreto,NA,1,1506.36,Auto
V0760,Brasil,,,Chan Chan,La Libertad,NA,,2779.18,Auto
V0761,México,25,F,Machu Picchu,Cusco,,,,NA
V0762,Chile,,,Valle del Colca,Arequipa,NA,,1908.93,
V0763,Perú,56,M,Cusco Ciudad,Cusco,,,,NA
V0764,Perú,,O,Lago Titicaca,Puno,NA,,,Auto
V0765,Argentina,,,Iquitos,Loreto,,,,
V0766,Perú,,F,Valle del Colca,Arequipa,2024-03-23,11,,NA
V0767,México,,F,Centro Histórico,Lima,2024-06-22,,4015.63,Avión
V0768,México,,,Chan Chan,La Libertad,,,3336.62,Bus
V0769,México,,,Miraflores,Lima,2024-11-25,,3628.78,Avión
V0770,Brasil,,M,Iquitos,Loreto,NA,10,,Barco
V0771,Chile,,,Cusco Ciudad,Cusco,,8,,Barco
V0772,Argentina,61,F,Cusco Ciudad,Cusco,NA,,,Tren
V0773,Colombia,,M,Miraflores,Lima,,3,3060.21,Avión
V0774,Perú,65,F,Lago Titicaca,Puno,,4,2516.14,NA
V0775,Chile,,O,Iquitos,Loreto,,,,Barco
V0776,Perú,24,,Lago Titicaca,Puno,2024-05-26,13,2688.51,Tren
V0777,México,15,O,Iquitos,Loreto,NA,,,NA
V0778,Chile,,F,Cusco Ciudad,Cusco,,,2549.77,Avión
V0779,Bolivia,58,M,Iquitos,Loreto,,7,,Tren
V0780,Perú,50,M,Huacachina,Ica,2024-06-28,,4740.68,Avión
V0781,México,34,,Machu Picchu,Cusco,2025-12-07,,4385.16,
V0782,Argentina,56,F,Lago Titicaca,Puno,,,,NA
V0783,Perú,,F,Valle del Colca,Arequipa,2024-11-17,8,948.23,Bus
V0784,México,31,,Iquitos,Loreto,,10,,Auto
V0785,Colombia,69,F,Machu Picchu,Cusco,,11,1637.78,Tren
V0786,Colombia,,,Chan Chan,La Libertad,NA,12,2988.57,Bus
V0787,Argentina,49,O,Chan Chan,La Libertad,NA,,,Tren
V0788,Colombia,,M,Iquitos,Loreto,NA,8,,Auto
V0789,Bolivia,,F,Valle del Colca,Arequipa,NA,10,,
V0790,USA,,O,Iquitos,Loreto,2025-01-24,8,485.83,NA
V0791,USA,,,Huacachina,Ica,NA,,,
V0792,Argentina,,M,Machu Picchu,Cusco,NA,11,,Bus
V0793,Argentina,63,,Cusco Ciudad,Cusco,2024-06-21,9,,Bus
V0794,Ecuador,,,Iquitos,Loreto,,,2323.87,
V0795,Brasil,,F,Centro Histórico,Lima,2024-07-13,,,Auto
V0796,Perú,,O,Valle del Colca,Arequipa,NA,,2443.92,Barco
V0797,Colombia,,,Huacachina,Ica,,,,Auto
V0798,Perú,58,O,Iquitos,Loreto,,6,,Bus
V0799,Colombia,,,Iquitos,Loreto,NA,,,Tren
V0800,México,52,,Huacachina,Ica,,,,NA
V0801,Chile,,,Lago Titicaca,Puno,,,,NA
V0802,Brasil,,O,Cusco Ciudad,Cusco,,13,3174.4,Bus
V0803,Colombia,21,F,Cusco Ciudad,Cusco,,1,,Barco
V0804,Bolivia,33,,Huacachina,Ica,,,1074.12,Tren
V0805,Francia,,,Miraflores,Lima,NA,5,3837.79,Bus
